plot,movie_id
"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.",322
"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",323
"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",324
A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,325
"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",326
"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",327
"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.",328
N/A,329
Documentary about the art of film editing. Clips are shown from many groundbreaking films with innovative editing styles.,330
Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,331
"A documentary that follows the journeys of indie game developers as they create games and release those works, and themselves, to the world.",332
A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.,333
A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.,334
A disgraced surgeon leaves his former life and reinvents himself as a gunshot doctor in the criminal underworld.,335
Movie not found!,336
The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,337
"A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.",338
"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",339
A hospital resident is put in the middle of a legal battle between two half-sisters on whether to pull their comatose dad's life support. But more seems to be at stake than dad's life - his inheritance.,340
Movie not found!,341
"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.",342
Movie not found!,343
"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",344
A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,345
"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",346
"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.",347
The nephew of an armored-truck driver tries to prevent three million dollars from being taken by a local rival gang during a catastrophic flooding caused by a severe storm.,348
"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.",349
Movie not found!,350
World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,351
"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.",352
Movie not found!,353
A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,354
Archival footage and present-day interviews with surviving participants highlight the Warren Commission's investigation into the assassination of President John F. Kennedy.,355
"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",356
"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",357
N/A,358
"In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes.",359
"Harry Donovan is an art forger who paints a fake Rembrandt picture for five hundred thousand dollars. Marieke, the woman he meets in Paris and gets into bed with, turns out to be the art ...",360
"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""",361
A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.,362
"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",363
An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,364
An ex-Marine turned teacher struggles to connect with her students in an inner city school.,365
"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",366
"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",367
An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.,368
"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",369
Movie not found!,370
A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,371
"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",372
"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",373
"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",374
"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",375
"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor.",376
"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",377
Movie not found!,378
"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",379
"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",380
N/A,381
Movie not found!,382
Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,383
"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United Stat",384
"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",385
Movie not found!,386
"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",387
"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",388
"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",389
"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",390
Movie not found!,391
"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",392
A series of mysterious crimes confuses existence of a radio network.,393
"A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular.",394
"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.",395
"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",396
"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",397
Movie not found!,398
Movie not found!,399
Movie not found!,400
"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",401
"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",402
"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",403
"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",404
An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,405
"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot K.G.B. Agent Veronique Ukrinsky to find Rancor and save the ",406
Movie not found!,407
"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",408
"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",409
Movie not found!,410
Movie not found!,411
Movie not found!,412
A dissolute matinee idol is slated to appear on a live TV variety show.,413
Movie not found!,414
"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all.",415
Movie not found!,416
"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",417
"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",418
"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",419
Movie not found!,420
"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",421
A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,422
"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing ...",423
"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",424
The Autobots fight the Decepticons for their homeworld of Cybertron.,425
"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",426
"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",427
Movie not found!,428
Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,429
"An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize"".",430
A collection of animated interpretations of great works of Western classical music.,431
"At Westerburg High where cliques rule, jocks dominate and all the popular girls are named Heather, it's going to take a Veronica and mysterious new kid to give teen angst a body count.",432
A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.,433
"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",434
Movie not found!,435
"An architect brings home a mysterious old clock, not knowing that it's haunted by the demonic presence of the Amityville house. Soon, the clock begins to alter time and space and starts to possess members of the household.",436
"A reporter moves into the Amityville house in defiance of the supernatural events connected to it, and finds everyone around him besieged by the evil manifestations which are connected to a demonic presence in the basement.",437
"An old mirror from the Amityville house finds its way into a young photographer's home, where the demonic presence soon manifests itself to cause more death and mayhem.",438
"A dysfunctional family moves into a new house, which proves to be satanic, resulting in the demonic possession of their teenage son.",439
"The demonic forces in the Amityville house transfer to an ancient lamp, which finds its way to a remote California mansion where the evil manipulates a little girl by manifesting itself in the form of her dead father.",440
Movie not found!,441
"At the height of WWII and ten years after their union in Matlock Island, Father Ralph reunites with Meggie who faces a deep crisis. Now, he must make up his mind, as the burden of choice is insufferable. Will he risk it all for love?",442
Movie not found!,443
Movie not found!,444
A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,445
"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",446
Movie not found!,447
"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",448
Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,449
"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",450
Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,451
A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,452
A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,453
Movie not found!,454
A man tries to rescue a woman with a little help from his half brother.,455
16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,456
"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",457
"A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",458
Movie not found!,459
"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",460
Movie not found!,461
Movie not found!,462
"New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",463
"The adventures of Mowgli, an orphan boy raised by wolves, and his friends in the jungles of India.",464
"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",465
Movie not found!,466
Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,467
The day-to-day lives of several suburban Los Angeles residents.,468
"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",469
"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",470
"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",471
"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",472
An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,473
"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",474
Movie not found!,475
"This film adaptation of a Roald Dahl work tells the story of Matilda Wormwood, a gifted girl forced to put up with a crude, distant father and mother.",476
Movie not found!,477
A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,478
A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,479
"A search by two girls from Kansas, for an ""Affordable Apartment"" in Astoria, Queens, turns into 'The Apartment from Hell'.",480
"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",481
A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,482
Movie not found!,483
Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,484
"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",485
A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,486
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,487
A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,488
A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,489
Movie not found!,490
"Two brothers struggle to maintain their strict, Bible-toting father's favor.",491
Movie not found!,492
A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,493
"To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.",494
An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,495
"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",496
Movie not found!,497
Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,498
A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,499
"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",500
"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",501
"In 1996 Kevin Antoine became the first African American to win a major political party's nomination in Mississippi's majority-White Fourth Congressional District, upsetting the Mississippi ...",502
"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",503
A former tennis player tries to arrange his wife's murder after learning of her affair.,504
"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",505
Movie not found!,506
Movie not found!,507
"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",508
Examining the key location and a discussion of the laborious process of making one of the film's key action sequences.,509
"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",510
N/A,511
Movie not found!,512
"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",513
N/A,514
"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",515
The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,516
"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",517
Movie not found!,518
"The Stalag Luft III was a prison camp on Germany's border with Poland. It held 10,000 Allied airmen of all nationalities during the Second World War, and was escape proof. But for Allied ...",519
Movie not found!,520
"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",521
"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",522
"In this visual essay, Charles Chaplin biographer Jeffrey Vance, author of ""Chaplin: Genius of the Cinema"", draws upon a wealth of photography as well as a wide range of interviews (Paulette...",523
Movie not found!,524
"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",525
The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,526
Movie not found!,527
Movie not found!,528
Movie not found!,529
"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",530
Two female friends become sexual rivals at maturity.,531
Movie not found!,532
A man joins a group of nomadic con artists in rural North Carolina.,533
"Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.",534
A four-year-old girl tries to come to terms with the sudden death of her mother.,535
Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,536
"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",537
Movie not found!,538
"A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.",539
MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,540
An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,541
Movie not found!,542
Five different criminals face imminent death after botching a job quite badly.,543
"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.",544
Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,545
Movie not found!,546
Movie not found!,547
"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",548
"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",549
"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks.",550
A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,551
Movie not found!,552
"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",553
"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.",554
"A street-toughened parolee finds his two boys abandoned by their mum and fending for themselves. Time to step up, or not.",555
Movie not found!,556
"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",557
"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",558
Movie not found!,559
"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",560
Movie not found!,561
Movie not found!,562
A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,563
A small town's women give birth to unfriendly alien children posing as humans.,564
CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,565
A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,566
A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,567
Publisher Will Randall becomes a werewolf and has to fight to keep his job.,568
"From Wichita to Dodge City to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure and desperate, heroic action.",569
Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.,570
An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,571
A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,572
"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.",573
"One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",574
A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,575
Aliens with conical crania crash-land on Earth.,576
A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,577
"A spoof on thrillers from before 1993 such as Fatal Attraction (1987), Basic Instinct (1992), Chinatown (1974) , Cape Fear (1991) etc. A cop/lawyer cheats on his wife and she on him and plans to kill him for the insurance.",578
Movie not found!,579
"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",580
"An iconic film is re-imagined by celebrated Czech dancers Jirí and Otto Bubenicek for the Royal New Zealand Ballet, setting the stage for a voyage into uncharted territory for everyone involved.",581
"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.",582
Movie not found!,583
"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",584
A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,585
Movie not found!,586
A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,587
Movie not found!,588
"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",589
"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",590
Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,591
"The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad.",592
"The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.",593
N/A,594
Movie not found!,595
A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,596
Movie not found!,597
Movie not found!,598
Movie not found!,599
"During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge.",600
Movie not found!,601
A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,602
"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",603
Young love and childish fears highlight a year in the life of a turn-of-the-century family.,604
A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,605
A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,606
A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,607
"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.",608
"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",609
A police detective falls in love with the woman whose murder he is investigating.,610
"When a wise diplomat's plane crashes in the snows of Tibet, he and the other survivors are guided to Shangri-La, where they wrestle with the invitation to stay.",611
A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,612
Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,613
Movie not found!,614
A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,615
Movie not found!,616
Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,617
A young doctor confronts a famous colleague when he learns about the true methods of his work.,618
"To avenge his parents, Lao kidnaps the daughter of one of the men who betrayed his father in hope of luring him out. Through the process of defeating his minions Lao befriends a one-handed ...",619
"American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.",620
A Swiss family must survive being shipwrecked on a deserted island.,621
"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",622
Movie not found!,623
Movie not found!,624
This heartwarming classic tells the tale of a country boy who adopts a mischevious black lamb and learns valuable lessons about love and dedication.,625
"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",626
"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",627
A woman pretending to be a man impersonating a woman.,628
N/A,629
Movie not found!,630
"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",631
N/A,632
A documentary on insect life in meadows and ponds.,633
N/A,634
"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",635
Movie not found!,636
Movie not found!,637
Movie not found!,638
Movie not found!,639
"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",640
Movie not found!,641
"A British telecommunication expert comes to 1950s Berlin to help the Americans spy on USSR. He meets a cute, mysterious local woman.",642
Bonus documentary on challenges of police work and corruption in the police force for the film Righteous Kill (2008).,643
"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",644
A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,645
"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",646
N/A,647
"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",648
Movie not found!,649
"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",650
Movie not found!,651
"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",652
"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",653
"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",654
"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",655
Movie not found!,656
Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,657
A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,658
A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,659
"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",660
A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.,661
"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",662
"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",663
"This made-for-TV documentary details the work that went into the production of Alien 3, David Fincher's 1992 continuation of the classic series about the battle between starship crewman ...",664
Movie not found!,665
A stranger attempts to convince a happily married couple that their daughter is actually his daughter reincarnated.,666
